,アルバムID,属性,ﾚｱ,称号,名前,+,ｺｽﾄ,アルバム攻,アルバム守,MAX攻,MAX守,MAX確認,MAX攻/ｺｽﾄ,MAX守/ｺｽﾄ,特技名,対象属性,攻守,効果,備考,重複
,3320302,Pa,R+,[ｾﾙﾌｾﾚｸﾄ],西島櫂,+,14,3888,2592,12880,8586,×,920.0,613.3,惹かれる心,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3320402,Pa,R+,[ﾛﾜｲﾔﾙｽﾀｲﾙNP],難波笑美,+,13,3336,2424,11051,8031,×,850.1,617.8,笑いの筋肉育成,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3320502,Pa,R+,[ﾛｯｸｳｨｽﾞﾕｰ],木村夏樹,+,14,3984,2640,13198,8746,×,942.7,624.7,ﾗｳﾄﾞﾊﾟｰﾃｨｰ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,3320602,Pa,R+,[ｸﾘｽﾏｽﾌﾟﾚｾﾞﾝﾄ],槙原志保,+,13,2112,3912,6996,12959,×,538.2,996.8,ﾊｰﾄﾊﾟﾌｪｷﾞﾌﾄ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,守,中～大アップ,,
,3320702,Pa,R+,[食えないｽﾀｲﾙ],上田鈴帆,+,13,3024,2880,10018,9540,×,770.6,733.8,にじみ出る味わい,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,3320802,Pa,R+,[ﾎﾟｯﾋﾟﾝﾎﾟｯﾌﾟ],赤城みりあ,+,14,3312,3192,10972,10575,×,783.7,755.4,ともだちの輪,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,3320902,Pa,R+,[新春I.C],首藤葵,+,13,2580,3080,7418,8855,●,570.6,681.2,着物の心得,パッション,守,中アップ,,
,3321002,Pa,R+,[振袖まつり],土屋亜子,+,14,3264,3264,10812,10812,×,772.3,772.3,金運きんとん,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,大～特大ダウン,,
,3321102,Pa,R+,[ﾚﾃﾞｨﾀｲﾗﾝﾄ],財前時子,+,14,3888,2616,12880,8667,×,920.0,619.1,ｷﾂｲ縛り,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,大アップ,,
,3321202,Pa,R+,[ﾘｿﾞｰﾄ忍ﾄﾞﾙ],浜口あやめ,+,14,3360,3216,11130,10654,×,795.0,761.0,忍びの歌声,-,攻守,大～特大アップ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人,
,3321302,Pa,R+,[ｴｽﾆｯｸﾀｲｶﾞｰ],杉坂海,+,13,3048,2856,10097,9461,×,776.7,727.8,節分ｴﾝｼﾞｮｲ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,3321402,Pa,R+,[ﾊﾞﾚﾝﾀｲﾝﾃﾞﾋﾞﾙ],大槻唯,+,14,3984,2664,13198,8825,×,942.7,630.4,ｽｳｨｰﾄﾌｨｰﾘﾝｸﾞ,-,攻,大～特大アップ,ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人,
,3321502,Pa,R+,[ﾊﾞﾚﾝﾀｲﾝﾃﾞﾋﾞﾙ],松山久美子,+,13,3336,2400,11051,7950,×,850.1,611.5,恥じらいの本気,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,中アップ,,
,3400101,Pa,SR,[高飛車お嬢様],水瀬伊織,,14,3400,2760,8925,7245,○,637.5,517.5,ｽｰﾊﾟｰｾﾚﾌﾞ,パッション,攻守,大アップ,,
,3400201,Pa,SR,[臆病な天使],萩原雪歩,,14,3080,3080,8085,8085,○,577.5,577.5,一生懸命,キュート,攻守,大ダウン,,
,3400401,Pa,SR,[小さな英雄],南条光,,12,1920,2640,5040,6930,○,420.0,577.5,ﾘﾄﾙﾋｰﾛｰ,全タイプ,守,中アップ,,
,3400501,Pa,SR,,ﾏｽﾀｰﾄﾚｰﾅｰ,,999,300,300,315,315,●,0.3,0.3,ﾌｧｲﾄ一発!,全タイプ,攻守,極大アップ,,
,3400601,Pa,SR,[聖夜の使者],ｲｳﾞ･ｻﾝﾀｸﾛｰｽ,,14,2800,2800,7350,7350,○,525.0,525.0,困惑の微笑み,全タイプ,攻守,大ダウン,,
,3400710,Pa,SR,[才能無限大],星井美希,,10,2400,1600,6661,4480,●,666.1,448.0,才能爆発,全タイプ,攻,大アップ,,
,3400801,Pa,SR,[ﾗﾌﾞﾘｰﾌﾟﾘﾝｾｽ],諸星きらり,,15,3120,2580,8190,6773,○,546.0,451.5,きらりんぱわー,自分,攻守,大アップ,,
,3400901,Pa,SR,[ｽｲｰﾄﾊﾞﾚﾝﾀｲﾝ],十時愛梨,,15,3040,2960,7980,7770,○,532.0,518.0,ｽｲｰﾄｽﾏｲﾙ,全タイプ,攻守,大アップ,,
,3401001,Pa,SR,[ﾊﾟﾜﾌﾙ双子妹],双海亜美,,14,2780,3460,7298,9083,○,521.3,648.8,亜美ｿﾞｰﾝ,パッション,守,大アップ,,
,3401101,Pa,SR,[ﾊﾟﾜﾌﾙ双子姉],双海真美,,14,3470,2770,9114,7266,●,651.0,519.0,真美ｽﾄｰﾑ,パッション,攻,大アップ,,
,3401201,Pa,SR,[お転婆ひな娘],喜多見柚,,10,1600,2000,4200,5250,○,420.0,525.0,無敵のｳｨﾝｸ,パッション,守,大アップ,,
,3401310,Pa,SR,[癒しの天使],萩原雪歩,,10,1600,2400,4550,6750,●,455.0,675.0,天使のはにかみ,全タイプ,攻,大ダウン,,
,3401401,Pa,SR,[CDﾃﾞﾋﾞｭｰ],城ヶ崎莉嘉,,7,1440,1080,3780,2835,○,540.0,405.0,DOKIDOKIﾘｽﾞﾑ,パッション,攻守,小アップ,,
,3401501,Pa,SR,[妄想お姫様],喜多日菜子,,10,2200,1600,5775,4200,○,577.5,420.0,妄想ﾜｰﾙﾄﾞ,パッション,攻,大アップ,,
,3401601,Pa,SR,[眠れる姫君],星井美希,,16,3880,3200,10185,8400,○,636.6,525.0,ﾏｲﾍﾟｰｽ,パッション,攻守,大アップ,,
,3401801,Pa,SR,[ﾊｯﾋﾟｰﾌﾞﾗｲﾀﾞﾙ],ﾅﾀｰﾘｱ,,16,3400,3400,8925,8925,○,557.8,557.8,ﾄﾛﾋﾟｶﾙﾀﾞﾝｽ,全タイプ,攻守,大アップ,,
,3402001,Pa,SR,[しっぽもふもふ],赤城みりあ,,16,3800,3320,9975,8715,○,623.4,544.7,ﾎﾟｯﾌﾟﾝﾀｲﾑ,パッション,攻,大アップ,,
,3402101,Pa,SR,[ｻﾏｰｽﾌﾟﾗｯｼｭ],大槻唯,,10,2040,1960,5671,5439,●,567.1,543.9,常夏ﾋｰﾄｱｯﾌﾟ,パッション,攻守,大アップ,,
,3402201,Pa,SR,[ｶﾘｽﾏｷﾞｬﾙ],城ヶ崎美嘉,,16,3720,3320,9765,8715,○,610.3,544.7,ﾋﾟﾝｷｰﾊｰﾄ全開,パッション,攻,大アップ,,
,3402301,Pa,SR,[ｶﾘｽﾏちびｷﾞｬﾙ],城ヶ崎莉嘉,,16,3520,3600,9240,9450,○,577.5,590.6,全力ﾗﾌﾞｱﾀｯｸ,パッション,攻守,大アップ,,
,3402401,Pa,SR,[ｽﾍﾟｼｬﾙﾃｸﾆｯｸ],ﾏｽﾀｰﾄﾚｰﾅｰ,,999,300,300,315,315,●,0.3,0.3,ﾐﾗｸﾙﾌｧｲﾄ,全タイプ,攻守,極大アップ,,
,3402501,Pa,SR,[渚のﾏｰﾒｲﾄﾞ],ｲｳﾞ･ｻﾝﾀｸﾛｰｽ,,15,3400,3280,8925,8610,○,595.0,574.0,とれたてﾌﾟﾚｾﾞﾝﾄ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,大アップ,,
,3402601,Pa,SR,[CDﾃﾞﾋﾞｭｰ],諸星きらり,,8,1700,1240,4463,3255,○,557.9,406.9,ましゅまろ☆ｷｯｽ,パッション,攻守,小アップ,,
,3402701,Pa,SR,[CDﾃﾞﾋﾞｭｰ],城ヶ崎美嘉,,8,1220,1720,3203,4515,○,400.4,564.4,TOKIMEKIｴｽｶﾚｰﾄ,パッション,攻守,小アップ,,
,3402801,Pa,SR,[全力熱血],日野茜,,16,4200,2600,11025,6825,○,689.1,426.6,全力ｱﾀｯｸ,自分,攻,大アップ,,
,3402901,Pa,SR,[ｻﾝﾌﾗﾜｰｲｴﾛｰ],龍崎薫,,16,3800,3600,9975,9450,○,623.4,590.6,ひまわりｽﾏｲﾙ,自分,攻守,大アップ,,
,3403001,Pa,SR,[ｷｭｰﾃｨｰﾒｲﾄﾞ],諸星きらり,,16,4080,3160,10710,8295,○,669.4,518.4,きらりんぷれぜんと,パッション,攻,大アップ,,
,3403101,Pa,SR,[ﾑｰﾝﾗｲﾄﾌﾗﾜｰ],相葉夕美,,10,2060,1940,5735,5398,●,573.5,539.8,ｽﾀｰﾗｲﾄﾌﾞｰｹ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,大アップ,,
,3403201,Pa,SR,[ｼﾝﾃﾞﾚﾗｶﾞｰﾙ],十時愛梨,,17,4000,3800,10500,9975,○,617.6,586.8,ｼﾝﾃﾞﾚﾗﾀﾞﾝｽ,全タイプ,攻守,大アップ,,
,3403301,Pa,SR,[全力ﾁｱｶﾞｰﾙ],姫川友紀,,16,3800,3800,9975,9975,○,623.4,623.4,ﾎｰﾑﾗﾝｽﾏｲﾙ,自分,攻守,大アップ,,
,3403401,Pa,SR,[硬派乙女],向井拓海,,16,4320,1860,11340,4881,●,708.8,305.1,姉御ｽﾏｲﾙ,自分,攻,大アップ,,
,3403510,Pa,SR,[千夜一夜舞姫],ﾅﾀｰﾘｱ,,10,2400,1600,6300,4200,×,630.0,420.0,ｼｴﾗｻﾞｰﾄﾞﾀﾞﾝｽ,全タイプ,攻,大アップ,,
,3403601,Pa,SR,[悩めるお年頃],矢口美羽,,11,2440,1900,6405,4988,○,582.3,453.5,ﾎﾟｼﾞﾃｨﾌﾞﾁｬﾚﾝｼﾞ!,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,中アップ,,
,3403701,Pa,SR,[妄想☆暴走★],喜多日菜子,,16,3920,3160,10290,8295,×,643.1,518.4,妄想ぱわー!,パッション,攻,中～特大アップ,,
,3403801,Pa,SR,[湯けむりｷﾞｬﾙ],大槻唯,,16,3900,3340,10238,8768,×,639.9,548.0,温泉乱舞☆,パッション,攻守,中～特大アップ,,
,3403901,Pa,SR,[ｱﾆﾊﾞｰｻﾘｰﾌﾟﾘﾝｾｽ],十時愛梨,,17,4360,3280,11445,8610,×,673.2,506.5,大切なｷﾓﾁ,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,攻,大アップ,ｱｲﾄﾞﾙﾌﾟﾛﾃﾞｭｰｽ the 1st Anniversary,
,3404001,Pa,SR,[ﾆｭｰｼﾞｪﾈﾚｰｼｮﾝ],本田未央,,17,4480,3160,11760,8295,○,691.8,487.9,天性の魅力,パッション,攻,大～特大アップ,「1周年記念ｸﾘｽﾏｽﾊﾟｰﾃｨｰ」ｶﾞﾁｬ,
,3404101,Pa,SR,[ﾊｯﾋﾟｰ☆ｸﾘｽﾏｽ],城ヶ崎莉嘉,,17,4100,3700,10763,9713,×,633.1,571.4,ﾗﾌﾞ☆ﾌﾟﾚｾﾞﾝﾄ,パッション,攻守,中～特大アップ,第2弾｢ﾊｯﾋﾟｰｸﾘｽﾏｽ｣ｶﾞﾁｬ,
,3404301,Pa,SR,[ﾆｭｰｽﾏｲﾙ],赤城みりあ,,11,2000,2500,5250,6563,×,477.3,596.6,元気のお祈り,ｸｰﾙ･ﾊﾟｯｼｮﾝ,守,中アップ,イベント第26弾 新春アイドルプロデュース,
,3404401,Pa,SR,[新春花道],村上巴,,16,3280,3920,8610,10290,×,538.1,643.1,花の人生歌,パッション,守,中～特大アップ,,
,3404501,Pa,SR,[きぐるみもふもふ],市原仁奈,,17,4400,3000,11550,7875,×,679.4,463.2,ｷｸﾞﾙﾐﾊﾟﾜｰ,全タイプ,攻,大～特大アップ,,
,3404601,Pa,SR,[おませなﾘﾄﾙｶﾞｰﾙ],ﾒｱﾘｰ･ｺｸﾗﾝ,,11,2500,2020,6563,5303,○,596.6,482.1,ﾚﾃﾞｨの心得,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,中アップ,ｱｲﾄﾞﾙLIVEﾂｱｰ in ｲｷﾞﾘｽ,
,3404701,Pa,SR,[ｼｰｸﾚｯﾄ★ﾊｰﾄ],城ヶ崎美嘉,,17,4120,3880,10815,10185,○,636.2,599.1,ﾌﾟﾗｲﾍﾞｰﾄ★ﾗﾌﾞ,パッション,攻守,大～特大アップ,「LIVEツアー開催記念」ガチャ,
,3404801,Pa,SR,[CDﾃﾞﾋﾞｭｰ],十時愛梨,,9,1980,1440,5198,3780,×,577.6,420.0,ｱｯﾌﾟﾙﾊﾟｲ・ﾌﾟﾘﾝｾｽ,パッション,攻守,小アップ,第3弾アイドルCD,
,3404901,Pa,SR,[CDﾃﾞﾋﾞｭｰ],本田未央,,9,1460,1980,3833,5198,×,425.9,577.6,ﾐﾂﾎﾞｼ☆☆★,パッション,攻守,小アップ,第3弾アイドルCD,
,3405001,Pa,SR,[ﾋﾞﾀｰﾊﾞﾚﾝﾀｲﾝ],衛藤美紗希,,16,3600,3840,9450,10080,○,590.6,630.0,ﾋﾞﾀｰ＆ｽｳｨｰﾄ,パッション,攻守,中～特大アップ,2013/02/01～ ﾊﾞﾚﾝﾀｲﾝﾊﾟｰﾃｨｰガチャ期間限定SR,
,3405101,Pa,SR,[はにかみﾊﾞﾚﾝﾀｲﾝ],向井拓海,,17,4540,2840,11918,7455,×,701.1,438.5,甘々ｽﾏｲﾙ,自分,攻,大～特大アップ,,
,3405201,Pa,SR,[ゆるふわ乙女],高森藍子,,17,4340,3160,11393,8295,×,670.2,487.9,ﾅﾁｭﾗﾙｽﾏｲﾙ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大～特大アップ,,
,3405301,Pa,SR,[ｺﾞｼｯｸﾌﾟﾘﾝｾｽ],諸星きらり,,17,4600,3100,12075,8138,×,710.3,478.7,きらりんﾙｰﾑ☆,パッション,攻,特大アップ,,
,3405401,Pa,SR,[ｺﾛｯｾｵｸｲｰﾝ],及川雫,,17,4140,3920,10868,10290,×,639.3,605.3,ﾐﾙｷｰﾎﾞﾃﾞｨ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,特大アップ,,
,3405501,Pa,SR,[絶叫★ｳﾞｧﾝﾊﾟｲｱ],星輝子,,17,4200,3800,11025,9975,×,648.5,586.8,ｷﾉｺﾐｻ,全タイプ,攻守,特大ダウン,,
,3405601,Pa,SR,[ﾌﾚｯｼｭﾁｱｶﾞｰﾙ],若林智香,,17,4500,3120,11813,8190,×,694.9,481.8,ﾁｱﾌﾙﾀﾞﾝｽ!,ﾊﾟｯｼｮﾝﾊﾞｸﾒﾝ10人,攻,特大アップ,,
,3405701,Pa,SR,[桜色少女],龍崎薫,,11,1980,2540,5198,6668,×,472.5,606.2,えがお満開,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中アップ,アイドルプロデュース 春の桜祭り編,
,3405801,Pa,SR,[桜色ｽﾏｲﾙ],龍崎薫,,13,2800,2820,7350,7403,×,565.4,569.5,えがお満開,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,中～大アップ,,
,3405901,Pa,SR,[ｽｸｰﾙﾃﾞﾋﾞﾙ],小関麗奈,,17,3520,4180,9240,10973,×,543.5,645.5,ｲﾀｽﾞﾗｽﾋﾟｰｶｰ,パッション,守,大～特大アップ,,
,3406001,Pa,SR,[温泉郷の救世主],ｲｳﾞ･ｻﾝﾀｸﾛｰｽ,,17,4500,3140,11813,8243,×,694.9,484.9,湯けむりﾌﾟﾚｾﾞﾝﾄ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,特大アップ,,
,3406101,Pa,SR, [ﾊｰﾄﾋﾞｰﾄﾛｯｶｰ],木村夏樹,,17,4220,3840,11078,10080,×,651.6,592.9,熱狂ﾎﾞﾙﾃｰｼﾞ,全タイプ,攻守,特大アップ,,
,3406201,Pa,SR,[南国の舞姫],松山久美子,,12,2440,3020,6405,7928,×,533.8,660.7,美にかける想い,全タイプ,攻,大～特大ダウン,,
,3406301,Pa,SR,[ｱｸﾃｨﾌﾞﾋﾞｭｰﾃｨｰ],斉藤洋子,,17,4040,3960,10605,10395,×,623.8,611.5,ﾊﾞｰﾆﾝｸﾞﾀﾞﾝｽ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,特大アップ,,
,3406401,Pa,SR,[ｾｸｼｰﾃﾞｨｰｳﾞｧ],浜川愛結奈,,17,3880,4080,10185,10710,×,599.1,630.0,ｾｸｼｰﾊﾞﾗｰﾄﾞ,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,攻守,特大アップ,,
,3406501,Pa,SR,[ちびっこｱｸﾏ],赤城みりあ,,17,4120,3980,10815,10448,×,636.2,614.6,お羽ぱたぱた♪,パッション,攻守,特大アップ,,
,3406601,Pa,SR,[ﾊｯﾋﾟｰﾌﾟﾚｼﾞｬｰ],真鍋いつき,,17,4620,3000,12128,7875,×,713.4,463.2,眩しい笑顔,全タイプ,攻,特大アップ,アイドルサバイバル inテーマパーク2013,
,3406701,Pa,SR,[CDﾃﾞﾋﾞｭｰ],日野茜,,10,2180,1640,5723,4305,×,572.3,430.5,熱血乙女A,パッション,攻守,中アップ,第4弾CD,
,3406801,Pa,SR,[CDﾃﾞﾋﾞｭｰ],赤城みりあ,,10,1580,2220,4148,5828,×,414.8,582.8,Romantic Now,パッション,攻守,中アップ,第4弾CD,
,3406901,Pa,SR,[ﾁｱﾌﾙｴｰｽ],姫川友紀,,17,4520,2860,11865,7508,○,697.9,441.6,ｽﾄﾚｰﾄな思い,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,特大アップ,,
,3407001,Pa,SR,[ｾｸｼｰｻｰﾌｧｰ],沢田麻理菜,,17,3360,4480,8820,11760,×,518.8,691.8,ﾋﾞｯｸﾞｳｪｰﾌﾞ,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,守,大～特大アップ,,
,3407101,Pa,SR,[暴走☆花嫁],日野茜,,18,4960,3360,13020,8820,×,723.3,490.0,暴走ﾀﾞｯｼｭ,パッション,攻,特大アップ,,
,3407201,Pa,SR,[浪速の派手娘],難波笑美,,17,3920,4040,10290,10605,○,605.3,623.8,浪速ﾉﾘ,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,攻守,大～特大ダウン,,
,3407301,Pa,SR,[ｶｰﾆﾊﾞﾙｽﾀｰ],ﾅﾀｰﾘｱ,,18,4800,3360,12600,8820,○,700.0,490.0,ﾊﾟｼｽﾀ☆ﾀﾞﾝｽ,パッション,攻,特大アップ,,
,3407401,Pa,SR,[ﾄﾛﾋﾟｶﾙﾀﾞﾝｻｰ],小松伊吹,,12,2780,2160,7298,5670,○,608.2,472.5,常夏のﾀﾞﾝｽ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,中アップ,,
,3407501,Pa,SR,[酔いどれお姉さん],片桐早苗,,17,4020,4140,10553,10868,○,620.8,639.3,千鳥足ﾀﾞﾝｽ,全タイプ,攻守,特大ダウン,アイドル浴衣祭り2013ガチャ,
,3407601,Pa,SR,[ｱｯﾊﾟｰﾃﾝｼｮﾝ],仙崎恵磨,,17,3940,4020,10343,10553,○,608.4,620.8,爆音ｽﾏｲﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,大～特大アップ,,
,3407701,Pa,SR,[華麗なくのいち],浜口あやめ,,18,4840,3320,12705,8715,○,705.8,484.2,ｱｲﾄﾞﾙ変化の術,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,特大アップ,,
,3407801,Pa,SR,[あやしい少女],星輝子,,18,4920,3200,12915,8400,○,717.5,466.7,ｷﾉｺ☆ﾎﾟｰｽﾞ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,特大アップ,,
,3407901,Pa,SR,[緋色のﾌﾟﾘﾝｾｽ],村上巴,,18,4460,4140,11708,10868,○,650.4,603.8,仁義の海辺,全タイプ,攻守,特大ダウン,,
,3408001,Pa,SR,[真夏のﾌﾗﾜｰｶﾞｰﾙ],相葉夕美,,18,4280,4280,11235,11235,○,624.2,624.2,ｻﾏｰﾌﾗﾜｰｼｬﾜｰ,パッション,攻守,特大アップ,,
,3408101,Pa,SR,[うみのいきもの],市原仁奈,,18,4940,3280,12968,8610,○,720.4,478.3,うみのﾀﾞﾝｽ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,特大アップ,,
,3408201,Pa,SR,[ﾊﾟｰﾌｪｸﾄｽﾀｰ],本田未央,,18,4400,4360,11550,11445,○,641.7,635.8,素肌の魅力,ﾊﾟｯｼｮﾝﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,特大アップ,,
,3408301,Pa,SR,[ﾋﾟｺﾋﾟｺ☆ｹﾞｰﾏｰ],三好紗南,,18,4420,4040,11603,10605,×,644.6,589.2,ｹﾞｰﾑ☆ﾗﾌﾞ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,特大アップ,,
,3408401,Pa,SR,[ﾃﾞｨｱﾝﾄﾞﾙｶﾞｰﾙ],北川真尋,,12,2120,2840,5565,7455,×,463.8,621.3,ｱｸﾃｨﾌﾞｸﾞﾗｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,守,中アップ,,
,3408501,Pa,SR,[ﾌﾟﾘﾝｾｽﾊﾞﾆｰ],十時愛梨,,18,5080,3500,13335,9188,×,740.8,510.4,ふわふわなｷﾓﾁ,ﾊﾟｯｼｮﾝﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,特大アップ,,
,3408601,Pa,SR,[ﾄﾗﾍﾞﾙﾀﾞﾝｻｰ],並木芽衣子,,17,4020,3920,10553,10290,×,620.8,605.3,軽やかなｽﾃｯﾌﾟ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,大～特大アップ,,
,3408701,Pa,SR,[ｼﾝﾃﾞﾚﾗﾄﾞﾘｰﾑ],赤城みりあ,,18,5200,3200,13650,8400,×,758.3,466.7,夢のﾁｶﾗ,自分,攻,特大アップ,,
,3408801,Pa,SR,[ﾌｰﾄﾞ☆ﾒｲﾄﾞ],喜多見柚,,18,4420,4260,11603,11183,○,644.6,621.3,ﾍﾟﾛ☆ｱﾋﾟｰﾙ,全タイプ,攻守,特大アップ,,
,3408901,Pa,SR,[ﾛｯｷﾝｸﾞﾗｳﾞｧｰ],木村夏樹,,18,4860,3340,12758,8768,×,708.8,487.1,ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,パッション,攻,特大アップ,,
,3409001,Pa,SR,[深緑の魔女],高森藍子,,18,4440,4180,11655,10973,×,647.5,609.6,やさしい魔法,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,特大ダウン,,
,3409101,Pa,SR,[ｻﾙﾌｧｰｳｪｰﾌﾞ],土屋亜子 ,,17,3980,4000,10448,10500,○,614.6,617.6,ｳｪｰﾌﾞﾀﾞﾝｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,大～特大アップ,,
,3409201,Pa,SR,[まごころ若女将],首藤葵,,17,3320,4520,8715,11865,○,512.6,697.9,まじめな眼差し,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,大～特大アップ,,
,3409301,Pa,SR,[やりすぎお姉さん],片桐早苗,,19,5000,3840,13125,10080,×,690.8,530.5,みなぎる若さ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,特大アップ,,
,3409401,Pa,SR,[ｼｰｸﾚｯﾄ☆ﾓｰﾄﾞ],城ヶ崎莉嘉,,19,5060,3660,13283,9608,×,699.1,505.7,ﾌﾟﾗｲﾍﾞｰﾄ☆ｽﾏｲﾙ,パッション,攻,特大アップ,,
,3409501,Pa,SR,[湯けむりｻｲｷｯｶｰ],堀裕子,,18,4300,4360,11288,11445,×,627.1,635.8,ｻｲｷｯｸ･風おこし,パッション,攻守,特大アップ,,
,3409601,Pa,SR,[ｽﾍﾟｰｽｽﾀｰ],ｷｬｼｰ･ｸﾞﾗﾊﾑ,,17,4020,3960,10553,10395,×,620.8,611.5,ｽﾋﾟｰﾃﾞｨｰﾀﾞﾝｽ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大～特大アップ,,
,3409701,Pa,SR,[CDﾃﾞﾋﾞｭｰ],高森藍子,,11,2240,2080,5880,5460,×,534.5,496.4,お散歩ｶﾒﾗ,パッション,攻守,中アップ,,
,3409801,Pa,SR,[筆術くのいち],浜口あやめ,,17,3960,4060,10395,10658,×,611.5,626.9,書の心得,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,大～特大アップ,,
,3409901,Pa,SR,[ﾌﾟﾆｮﾌﾜ乙女],海老原菜帆,,13,3040,2420,7980,6353,×,613.8,488.7,もちもちの誘惑,全タイプ,攻,大～特大アップ,,
,3410001,Pa,SR,[ちびっこﾎﾟﾘｽ],龍崎薫,,19,4480,4440,11760,11655,×,618.9,613.4,せいぎの心,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,特大アップ,,
,3410101,Pa,SR,[ﾊﾞｰﾆﾝｸﾞﾊｰﾄ],日野茜,,19,5020,3540,13178,9293,×,693.6,489.1,ｱﾂい想い,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,特大アップ,,
,3410201,Pa,SR,[ﾗﾌﾞ★ｸﾘｽﾏｽ],城ヶ崎美嘉,,19,5300,3840,13913,10080,×,732.3,530.5,ﾊｯﾋﾟｰ★ﾌﾟﾚｾﾞﾝﾄ,パッション,攻,特大～極大アップ,,
,3410301,Pa,SR,[ﾆｭｰｽﾏｲﾙ･S],赤城みりあ,,14,3380,2700,8873,7088,×,633.8,506.3,元気のお祈り,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大～特大アップ,,
,3410401,Pa,SR,[ﾋﾞｭｰﾃｨﾌﾙﾄﾞﾘｰﾏｰ],喜多日菜子,,19,4620,4460,12128,11708,×,638.3,616.2,ﾗﾌﾞﾘｰﾄﾘｯﾌﾟ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,特大アップ,,
,3410501,Pa,SR,[ﾊｯﾋﾟｰﾎｰﾘｰﾅｲﾄ],ｲｳﾞ･ｻﾝﾀｸﾛｰｽ,,19,5220,3740,13703,9818,×,721.2,516.7,暖かな幸せ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,特大～極大アップ,,
